"Data";"Hora (UTC)";"Temp. [Hora] (C)";"Umi. (%)";"Pressao (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Nebulosidade (Decimos)";"Insolacao (h)";"Temp. Max. [Diaria] (h)";"Temp. Min. [Diaria] (h)";"Chuva [Diaria] (mm)"
"09/09/2021";"1200";"23,2";"98,0";"";"1,0";"360,0";"6,3";"";"";"";"0,0"
"09/09/2021";"1800";"";"";"";"";"";"";"";"";"";""
"10/09/2021";"0000";"25,1";"95,0";"";"1,0";"180,0";"8,8";"1,40";"30,7";"";""
"10/09/2021";"1200";"24,2";"96,0";"";"1,0";"180,0";"8,8";"";"";"";"34,4"
"10/09/2021";"1800";"";"";"";"";"";"";"";"";"";""
"11/09/2021";"0000";"23,2";"96,0";"";"1,0";"180,0";"8,8";"9,50";"33,9";"";""
"11/09/2021";"1200";"22,2";"98,0";"";"1,0";"360,0";"5,0";"";"";"";"16,2"
"11/09/2021";"1800";"";"";"";"";"";"";"";"";"";""
"12/09/2021";"0000";"25,9";"83,0";"";"1,0";"90,0";"10,0";"";"";"";""
"12/09/2021";"1200";"";"";"";"";"";"";"";"";"";""
"12/09/2021";"1800";"";"";"";"";"";"";"";"";"";""
"13/09/2021";"0000";"";"";"";"";"";"";"9,00";"35,3";"";""
"13/09/2021";"1200";"23,4";"98,0";"";"0,0";"0,0";"0,0";"";"";"";"0,2"
"13/09/2021";"1800";"";"";"";"";"";"";"";"";"";""
"14/09/2021";"0000";"25,9";"89,0";"";"1,0";"50,0";"8,8";"7,70";"34,3";"";""
"14/09/2021";"1200";"23,2";"96,0";"";"1,0";"360,0";"7,5";"";"";"";"0,1"
"14/09/2021";"1800";"";"";"";"";"";"";"";"";"";""
"15/09/2021";"0000";"25,5";"91,0";"";"1,0";"140,0";"7,5";"3,00";"34,1";"";""
"15/09/2021";"1200";"23,6";"98,0";"";"1,0";"180,0";"7,5";"";"";"";"0,2"
"15/09/2021";"1800";"";"";"";"";"";"";"";"";"";""
"16/09/2021";"0000";"24,8";"96,0";"";"1,0";"50,0";"6,3";"8,30";"34,5";"";""
"16/09/2021";"1200";"23,2";"98,0";"";"1,0";"360,0";"7,5";"";"";"";"2,4"
"16/09/2021";"1800";"";"";"";"";"";"";"";"";"";""
"17/09/2021";"0000";"24,4";"94,0";"";"1,0";"50,0";"8,8";"2,00";"29,7";"";""
"17/09/2021";"1200";"22,8";"97,0";"";"0,0";"0,0";"8,8";"";"";"";"1,0"
"17/09/2021";"1800";"";"";"";"";"";"";"";"";"";""
"18/09/2021";"0000";"25,1";"95,0";"";"2,1";"180,0";"8,8";"6,40";"32,1";"";""
"18/09/2021";"1200";"23,6";"98,0";"";"1,0";"360,0";"8,8";"";"";"";"0,6"
"18/09/2021";"1800";"";"";"";"";"";"";"";"";"";""
"19/09/2021";"0000";"26,3";"88,0";"";"1,0";"360,0";"3,8";"";"";"";""
"19/09/2021";"1200";"";"";"";"";"";"";"";"";"";""
"19/09/2021";"1800";"";"";"";"";"";"";"";"";"";""
"20/09/2021";"0000";"";"";"";"";"";"";"6,80";"35,9";"";""
"20/09/2021";"1200";"24,4";"99,0";"";"1,0";"360,0";"5,0";"";"";"";"0,0"
"20/09/2021";"1800";"";"";"";"";"";"";"";"";"";""
"21/09/2021";"0000";"26,9";"87,0";"";"1,0";"50,0";"7,5";"5,30";"33,7";"";""
"21/09/2021";"1200";"25,2";"90,0";"";"1,0";"50,0";"10,0";"";"";"";"2,2"
"21/09/2021";"1800";"";"";"";"";"";"";"";"";"";""
"22/09/2021";"0000";"27,7";"89,0";"";"1,0";"360,0";"8,8";"1,10";"30,1";"";""
"22/09/2021";"1200";"21,6";"98,0";"";"1,0";"360,0";"10,0";"";"";"";"19,9"
"22/09/2021";"1800";"";"";"";"";"";"";"";"";"";""
"23/09/2021";"0000";"26,5";"90,0";"";"2,1";"90,0";"10,0";"6,20";"32,7";"";""
"23/09/2021";"1200";"23,4";"96,0";"";"1,0";"140,0";"8,8";"";"";"";"4,4"
"23/09/2021";"1800";"";"";"";"";"";"";"";"";"";""
"24/09/2021";"0000";"27,7";"87,0";"";"1,0";"140,0";"5,0";"8,80";"33,1";"";""
"24/09/2021";"1200";"22,6";"97,0";"";"1,0";"320,0";"7,5";"";"";"";"38,4"
"24/09/2021";"1800";"";"";"";"";"";"";"";"";"";""
"25/09/2021";"0000";"23,9";"94,0";"";"1,0";"90,0";"10,0";"6,70";"33,1";"";""
"25/09/2021";"1200";"21,8";"98,0";"";"1,0";"360,0";"10,0";"";"";"";"54,4"
"25/09/2021";"1800";"";"";"";"";"";"";"";"";"";""
"26/09/2021";"0000";"27,1";"91,0";"";"0,0";"0,0";"0,0";"";"";"";""
"26/09/2021";"1200";"";"";"";"";"";"";"";"";"";""
"26/09/2021";"1800";"";"";"";"";"";"";"";"";"";""
"27/09/2021";"0000";"";"";"";"";"";"";"4,80";"34,5";"";""
"27/09/2021";"1200";"23,6";"97,0";"";"1,0";"360,0";"6,3";"";"";"";"0,0"
"27/09/2021";"1800";"";"";"";"";"";"";"";"";"";""
"28/09/2021";"0000";"24,8";"91,0";"";"0,0";"0,0";"0,0";"4,60";"32,9";"";""
"28/09/2021";"1200";"23,2";"96,0";"";"1,0";"360,0";"7,5";"";"";"";"0,0"
"28/09/2021";"1800";"";"";"";"";"";"";"";"";"";""
"29/09/2021";"0000";"26,3";"90,0";"";"0,0";"0,0";"2,5";"5,20";"34,9";"";""
"29/09/2021";"1200";"24,0";"97,0";"";"1,0";"360,0";"8,8";"";"";"";"0,0"
"29/09/2021";"1800";"";"";"";"";"";"";"";"";"";""
"30/09/2021";"0000";"27,1";"84,0";"";"1,0";"180,0";"8,8";"5,30";"33,7";"";""
"30/09/2021";"1200";"23,8";"99,0";"";"1,0";"360,0";"10,0";"";"";"";"1,4"
"30/09/2021";"1800";"";"";"";"";"";"";"";"";"";""
"01/10/2021";"0000";"28,3";"87,0";"";"0,0";"0,0";"0,0";"1,60";"31,9";"";""
"01/10/2021";"1200";"22,8";"95,0";"";"1,0";"360,0";"7,5";"";"";"";"0,0"
"01/10/2021";"1800";"";"";"";"";"";"";"";"";"";""
"02/10/2021";"0000";"27,1";"91,0";"";"0,0";"0,0";"7,5";"3,40";"32,9";"";""
"02/10/2021";"1200";"25,1";"96,0";"";"1,0";"90,0";"5,0";"";"";"";"0,0"
"02/10/2021";"1800";"";"";"";"";"";"";"";"";"";""
"03/10/2021";"0000";"24,2";"96,0";"";"0,0";"0,0";"7,5";"";"";"";""
"03/10/2021";"1200";"";"";"";"";"";"";"";"";"";""
"03/10/2021";"1800";"";"";"";"";"";"";"";"";"";""
"04/10/2021";"0000";"";"";"";"";"";"";"3,70";"33,5";"";""
"04/10/2021";"1200";"25,3";"95,0";"";"1,0";"90,0";"7,5";"";"";"";"0,1"
"04/10/2021";"1800";"";"";"";"";"";"";"";"";"";""
"05/10/2021";"0000";"26,5";"94,0";"";"1,0";"50,0";"8,8";"4,70";"34,3";"";""
"05/10/2021";"1200";"25,1";"96,0";"";"1,0";"50,0";"7,5";"";"";"";"3,8"
"05/10/2021";"1800";"";"";"";"";"";"";"";"";"";""
"06/10/2021";"0000";"26,5";"94,0";"";"1,0";"140,0";"7,5";"2,90";"32,3";"";""
"06/10/2021";"1200";"24,6";"98,0";"";"1,0";"180,0";"10,0";"";"";"";"0,0"
"06/10/2021";"1800";"";"";"";"";"";"";"";"";"";""
"07/10/2021";"0000";"26,9";"94,0";"";"0,0";"0,0";"0,0";"0,40";"27,7";"";""
"07/10/2021";"1200";"22,4";"98,0";"";"1,0";"90,0";"10,0";"";"";"";"21,4"
"07/10/2021";"1800";"";"";"";"";"";"";"";"";"";""
"08/10/2021";"0000";"24,4";"97,0";"";"0,0";"0,0";"3,8";"5,30";"33,1";"";""
"08/10/2021";"1200";"22,0";"98,0";"";"1,0";"360,0";"10,0";"";"";"";"0,2"
"08/10/2021";"1800";"";"";"";"";"";"";"";"";"";""
"09/10/2021";"0000";"27,5";"90,0";"";"0,0";"0,0";"3,8";"5,60";"32,7";"";""
"09/10/2021";"1200";"24,8";"97,0";"";"1,0";"180,0";"8,8";"";"";"";"3,6"
"09/10/2021";"1800";"";"";"";"";"";"";"";"";"";""
"10/10/2021";"0000";"26,9";"94,0";"";"0,0";"0,0";"0,0";"";"";"";""
"10/10/2021";"1200";"";"";"";"";"";"";"";"";"";""
"10/10/2021";"1800";"";"";"";"";"";"";"";"";"";""
"11/10/2021";"0000";"";"";"";"";"";"";"9,10";"35,7";"";""
"11/10/2021";"1200";"24,8";"99,0";"";"1,0";"360,0";"5,0";"";"";"";"11,8"
"11/10/2021";"1800";"";"";"";"";"";"";"";"";"";""
"12/10/2021";"0000";"27,9";"83,0";"";"0,0";"0,0";"3,8";"6,50";"33,7";"";""
"12/10/2021";"1200";"24,8";"97,0";"";"1,0";"360,0";"7,5";"";"";"";"19,6"
"12/10/2021";"1800";"";"";"";"";"";"";"";"";"";""
"13/10/2021";"0000";"24,8";"96,0";"";"1,0";"360,0";"10,0";"9,10";"35,3";"";""
"13/10/2021";"1200";"23,0";"98,0";"";"1,0";"360,0";"2,5";"";"";"";"23,3"
"13/10/2021";"1800";"";"";"";"";"";"";"";"";"";""
"14/10/2021";"0000";"28,5";"88,0";"";"0,0";"0,0";"2,5";"6,60";"35,9";"";""
"14/10/2021";"1200";"24,8";"99,0";"";"0,0";"0,0";"2,5";"";"";"";"0,0"
"14/10/2021";"1800";"";"";"";"";"";"";"";"";"";""
"15/10/2021";"0000";"26,3";"94,0";"";"0,0";"0,0";"6,3";"7,80";"35,9";"";""
"15/10/2021";"1200";"25,5";"95,0";"";"1,0";"140,0";"6,3";"";"";"";"1,8"
"15/10/2021";"1800";"";"";"";"";"";"";"";"";"";""
"16/10/2021";"0000";"28,3";"84,0";"";"0,0";"0,0";"7,5";"9,20";"36,3";"";""
"16/10/2021";"1200";"25,5";"95,0";"";"0,0";"0,0";"7,5";"";"";"";"0,0"
"16/10/2021";"1800";"";"";"";"";"";"";"";"";"";""
"17/10/2021";"0000";"29,1";"84,0";"";"0,0";"0,0";"5,0";"";"";"";""
"17/10/2021";"1200";"";"";"";"";"";"";"";"";"";""
"17/10/2021";"1800";"";"";"";"";"";"";"";"";"";""
"18/10/2021";"0000";"";"";"";"";"";"";"3,50";"32,3";"";""
"18/10/2021";"1200";"25,1";"95,0";"";"1,0";"50,0";"5,0";"";"";"";"0,0"
"18/10/2021";"1800";"";"";"";"";"";"";"";"";"";""
"19/10/2021";"0000";"23,2";"96,0";"";"1,0";"360,0";"10,0";"4,50";"33,1";"";""
"19/10/2021";"1200";"23,0";"98,0";"";"1,0";"50,0";"8,8";"";"";"";"21,8"
"19/10/2021";"1800";"";"";"";"";"";"";"";"";"";""
"20/10/2021";"0000";"27,1";"87,0";"";"0,0";"0,0";"2,5";"5,80";"34,1";"";""
"20/10/2021";"1200";"25,3";"96,0";"";"1,0";"140,0";"7,5";"";"";"";"0,0"
"20/10/2021";"1800";"";"";"";"";"";"";"";"";"";""
"21/10/2021";"0000";"25,5";"90,0";"";"2,1";"140,0";"10,0";"1,50";"30,3";"";""
"21/10/2021";"1200";"24,2";"95,0";"";"0,0";"0,0";"8,8";"";"";"";"2,2"
"21/10/2021";"1800";"";"";"";"";"";"";"";"";"";""
"22/10/2021";"0000";"25,9";"91,0";"";"1,0";"360,0";"3,8";"9,20";"35,9";"";""
"22/10/2021";"1200";"23,8";"99,0";"";"0,0";"0,0";"7,5";"";"";"";"0,0"
"22/10/2021";"1800";"";"";"";"";"";"";"";"";"";""
"23/10/2021";"0000";"27,9";"83,0";"";"0,0";"0,0";"0,0";"1,70";"33,5";"";""
"23/10/2021";"1200";"25,7";"92,0";"";"1,0";"180,0";"7,5";"";"";"";"0,0"
"23/10/2021";"1800";"";"";"";"";"";"";"";"";"";""
"24/10/2021";"0000";"25,1";"95,0";"";"0,0";"0,0";"8,8";"";"";"";""
"24/10/2021";"1200";"";"";"";"";"";"";"";"";"";""
"24/10/2021";"1800";"";"";"";"";"";"";"";"";"";""
"25/10/2021";"0000";"";"";"";"";"";"";"0,00";"35,3";"";""
"25/10/2021";"1200";"24,0";"97,0";"";"0,0";"0,0";"10,0";"";"";"";"3,4"
"25/10/2021";"1800";"";"";"";"";"";"";"";"";"";""
"26/10/2021";"0000";"24,2";"95,0";"";"1,0";"360,0";"6,3";"7,70";"33,3";"";""
"26/10/2021";"1200";"24,2";"95,0";"";"1,0";"180,0";"7,5";"";"";"";"1,8"
"26/10/2021";"1800";"";"";"";"";"";"";"";"";"";""
"27/10/2021";"0000";"26,9";"87,0";"";"0,0";"0,0";"0,0";"1,50";"28,9";"";""
"27/10/2021";"1200";"24,6";"97,0";"";"0,0";"0,0";"10,0";"";"";"";"10,4"
"27/10/2021";"1800";"";"";"";"";"";"";"";"";"";""
"28/10/2021";"0000";"25,3";"94,0";"";"1,0";"50,0";"10,0";"1,70";"30,1";"";""
"28/10/2021";"1200";"22,6";"98,0";"";"0,0";"0,0";"10,0";"";"";"";"13,0"
"28/10/2021";"1800";"";"";"";"";"";"";"";"";"";""
"29/10/2021";"0000";"24,8";"94,0";"";"0,0";"0,0";"0,0";"7,40";"34,9";"";""
"29/10/2021";"1200";"23,8";"94,0";"";"1,0";"140,0";"7,5";"";"";"";"0,1"
"29/10/2021";"1800";"";"";"";"";"";"";"";"";"";""
"30/10/2021";"0000";"26,5";"86,0";"";"1,0";"50,0";"7,5";"3,40";"33,9";"";""
"30/10/2021";"1200";"24,8";"96,0";"";"1,0";"50,0";"8,8";"";"";"";"0,0"
"30/10/2021";"1800";"";"";"";"";"";"";"";"";"";""
"31/10/2021";"0000";"26,7";"89,0";"";"1,0";"50,0";"8,8";"";"";"";""
"31/10/2021";"1200";"";"";"";"";"";"";"";"";"";""
"31/10/2021";"1800";"";"";"";"";"";"";"";"";"";""
"01/11/2021";"0000";"";"";"";"";"";"";"7,70";"35,1";"";""
"01/11/2021";"1200";"25,3";"95,0";"";"1,0";"360,0";"7,5";"";"";"";"6,4"
"01/11/2021";"1800";"";"";"";"";"";"";"";"";"";""
"02/11/2021";"0000";"27,7";"88,0";"";"0,0";"0,0";"0,0";"5,90";"34,7";"";""
"02/11/2021";"1200";"25,1";"96,0";"";"1,0";"50,0";"7,5";"";"";"";"0,0"
"02/11/2021";"1800";"";"";"";"";"";"";"";"";"";""
"03/11/2021";"0000";"25,1";"94,0";"";"1,0";"360,0";"10,0";"5,50";"33,3";"";""
"03/11/2021";"1200";"24,6";"97,0";"";"1,0";"140,0";"10,0";"";"";"";"0,6"
"03/11/2021";"1800";"";"";"";"";"";"";"";"";"";""
"04/11/2021";"0000";"";"";"";"0,0";"0,0";"3,8";"3,90";"33,3";"";""
"04/11/2021";"1200";"24,8";"99,0";"";"0,0";"0,0";"7,5";"";"";"";"0,1"
"04/11/2021";"1800";"";"";"";"";"";"";"";"";"";""
"05/11/2021";"0000";"24,4";"94,0";"";"0,0";"140,0";"10,0";"9,00";"35,1";"";""
"05/11/2021";"1200";"23,4";"96,0";"";"1,0";"140,0";"6,3";"";"";"";"12,2"
"05/11/2021";"1800";"";"";"";"";"";"";"";"";"";""
"06/11/2021";"0000";"28,1";"86,0";"";"0,0";"0,0";"2,5";"7,20";"34,7";"";""
"06/11/2021";"1200";"24,8";"97,0";"";"1,0";"360,0";"8,8";"";"";"";"8,8"
"06/11/2021";"1800";"";"";"";"";"";"";"";"";"";""
"07/11/2021";"0000";"28,3";"87,0";"";"0,0";"0,0";"2,5";"";"";"";""
"07/11/2021";"1200";"";"";"";"";"";"";"";"";"";""
"07/11/2021";"1800";"";"";"";"";"";"";"";"";"";""
"08/11/2021";"0000";"";"";"";"";"";"";"4,50";"34,1";"";""
"08/11/2021";"1200";"24,0";"98,0";"";"0,0";"0,0";"8,8";"";"";"";"36,6"
"08/11/2021";"1800";"";"";"";"";"";"";"";"";"";""
"09/11/2021";"0000";"25,5";"91,0";"";"1,0";"140,0";"10,0";"2,90";"32,3";"";""
"09/11/2021";"1200";"24,2";"98,0";"";"1,0";"180,0";"11,3";"";"";"";"5,8"
"09/11/2021";"1800";"";"";"";"";"";"";"";"";"";""
"10/11/2021";"0000";"25,3";"94,0";"";"1,0";"50,0";"7,5";"4,30";"32,9";"";""
"10/11/2021";"1200";"25,1";"96,0";"";"1,0";"140,0";"7,5";"";"";"";"0,0"
"10/11/2021";"1800";"";"";"";"";"";"";"";"";"";""
"11/11/2021";"0000";"24,4";"97,0";"";"0,0";"0,0";"10,0";"0,80";"30,9";"";""
"11/11/2021";"1200";"24,0";"98,0";"";"1,0";"180,0";"10,0";"";"";"";"38,6"
"11/11/2021";"1800";"";"";"";"";"";"";"";"";"";""
"12/11/2021";"0000";"25,5";"96,0";"";"0,0";"0,0";"10,0";"0,60";"29,3";"";""
"12/11/2021";"1200";"25,1";"98,0";"";"0,0";"0,0";"8,8";"";"";"";"4,4"
"12/11/2021";"1800";"";"";"";"";"";"";"";"";"";""
"13/11/2021";"0000";"26,3";"93,0";"";"1,0";"360,0";"6,3";"2,70";"31,3";"";""
"13/11/2021";"1200";"24,6";"95,0";"";"1,0";"180,0";"10,0";"";"";"";"0,0"
"13/11/2021";"1800";"";"";"";"";"";"";"";"";"";""
"14/11/2021";"0000";"24,8";"96,0";"";"1,0";"50,0";"10,0";"";"";"";""
"14/11/2021";"1200";"";"";"";"";"";"";"";"";"";""
"14/11/2021";"1800";"";"";"";"";"";"";"";"";"";""
"15/11/2021";"0000";"";"";"";"";"";"";"7,60";"35,5";"";""
"15/11/2021";"1200";"25,7";"96,0";"";"0,0";"0,0";"7,5";"";"";"";"18,8"
"15/11/2021";"1800";"";"";"";"";"";"";"";"";"";""
"16/11/2021";"0000";"28,7";"93,0";"";"1,0";"50,0";"7,5";"0,00";"31,9";"";""
"16/11/2021";"1200";"23,8";"99,0";"";"2,1";"50,0";"10,0";"";"";"";"129,1"
"16/11/2021";"1800";"";"";"";"";"";"";"";"";"";""
"17/11/2021";"0000";"26,9";"94,0";"";"1,0";"50,0";"8,8";"0,00";"27,3";"";""
"17/11/2021";"1200";"25,3";"96,0";"";"1,0";"180,0";"10,0";"";"";"";"2,8"
"17/11/2021";"1800";"";"";"";"";"";"";"";"";"";""
"18/11/2021";"0000";"23,8";"99,0";"";"0,0";"0,0";"6,3";"4,30";"32,5";"";""
"18/11/2021";"1200";"24,0";"98,0";"";"0,0";"0,0";"8,8";"";"";"";"46,6"
"18/11/2021";"1800";"";"";"";"";"";"";"";"";"";""
"19/11/2021";"0000";"26,1";"91,0";"";"1,0";"360,0";"6,3";"2,90";"33,9";"";""
"19/11/2021";"1200";"24,4";"97,0";"";"0,0";"0,0";"10,0";"";"";"";"0,0"
"19/11/2021";"1800";"";"";"";"";"";"";"";"";"";""
"20/11/2021";"0000";"26,7";"91,0";"";"0,0";"0,0";"8,8";"2,30";"29,9";"";""
"20/11/2021";"1200";"23,6";"98,0";"";"1,0";"90,0";"10,0";"";"";"";"8,4"
"20/11/2021";"1800";"";"";"";"";"";"";"";"";"";""
"21/11/2021";"0000";"25,5";"91,0";"";"1,0";"50,0";"8,8";"";"";"";""
"21/11/2021";"1200";"";"";"";"";"";"";"";"";"";""
"21/11/2021";"1800";"";"";"";"";"";"";"";"";"";""
"22/11/2021";"0000";"";"";"";"";"";"";"5,90";"34,1";"";""
"22/11/2021";"1200";"25,3";"94,0";"";"1,0";"360,0";"7,5";"";"";"";"0,0"
"22/11/2021";"1800";"";"";"";"";"";"";"";"";"";""
"23/11/2021";"0000";"25,6";"93,0";"";"1,0";"360,0";"8,8";"3,00";"32,7";"";""
"23/11/2021";"1200";"24,2";"96,0";"";"0,0";"0,0";"8,8";"";"";"";"4,6"
"23/11/2021";"1800";"";"";"";"";"";"";"";"";"";""
"24/11/2021";"0000";"26,5";"94,0";"";"0,0";"0,0";"3,8";"5,90";"32,3";"";""
"24/11/2021";"1200";"25,7";"95,0";"";"0,0";"0,0";"8,8";"";"";"";"0,0"
"24/11/2021";"1800";"";"";"";"";"";"";"";"";"";""
"25/11/2021";"0000";"26,3";"93,0";"";"1,0";"140,0";"10,0";"5,80";"34,1";"";""
"25/11/2021";"1200";"24,2";"98,0";"";"0,0";"0,0";"0,0";"";"";"";"1,6"
"25/11/2021";"1800";"";"";"";"";"";"";"";"";"";""
"26/11/2021";"0000";"27,9";"90,0";"";"0,0";"0,0";"0,0";"0,10";"30,3";"";""
"26/11/2021";"1200";"24,8";"97,0";"";"1,0";"50,0";"10,0";"";"";"";"0,0"
"26/11/2021";"1800";"";"";"";"";"";"";"";"";"";""
"27/11/2021";"0000";"25,9";"95,0";"";"0,0";"0,0";"6,3";"3,40";"31,9";"";""
"27/11/2021";"1200";"24,2";"98,0";"";"0,0";"0,0";"7,5";"";"";"";"12,6"
"27/11/2021";"1800";"";"";"";"";"";"";"";"";"";""
"28/11/2021";"0000";"25,5";"96,0";"";"0,0";"0,0";"8,8";"";"";"";""
"28/11/2021";"1200";"";"";"";"";"";"";"";"";"";""
"28/11/2021";"1800";"";"";"";"";"";"";"";"";"";""
"29/11/2021";"0000";"";"";"";"";"";"";"6,10";"34,5";"";""
"29/11/2021";"1200";"24,0";"98,0";"";"0,0";"0,0";"3,8";"";"";"";"20,2"
"29/11/2021";"1800";"";"";"";"";"";"";"";"";"";""
"30/11/2021";"0000";"28,1";"86,0";"";"0,0";"0,0";"0,0";"2,90";"32,7";"";""
"30/11/2021";"1200";"25,9";"95,0";"";"1,0";"140,0";"7,5";"";"";"";"0,0"
"30/11/2021";"1800";"";"";"";"";"";"";"";"";"";""
"01/12/2021";"0000";"26,7";"89,0";"";"2,6";"140,0";"3,8";"2,60";"29,7";"";""
"01/12/2021";"1200";"24,8";"97,0";"";"1,0";"180,0";"8,8";"";"";"";"0,0"
"01/12/2021";"1800";"";"";"";"";"";"";"";"";"";""
"02/12/2021";"0000";"25,7";"91,0";"";"0,0";"0,0";"7,5";"1,60";"30,3";"";""
"02/12/2021";"1200";"23,6";"98,0";"";"1,0";"180,0";"7,5";"";"";"";"0,0"
"02/12/2021";"1800";"";"";"";"";"";"";"";"";"";""
"03/12/2021";"0000";"26,9";"94,0";"";"0,0";"0,0";"2,5";"7,90";"33,7";"";""
"03/12/2021";"1200";"24,8";"92,0";"";"2,1";"50,0";"6,3";"";"";"23,2";"1,0"
"03/12/2021";"1800";"";"";"";"";"";"";"";"";"";""
"04/12/2021";"0000";"28,5";"83,0";"";"1,0";"50,0";"8,8";"2,40";"30,7";"";""
"04/12/2021";"1200";"22,6";"98,0";"";"1,0";"90,0";"10,0";"";"";"";"53,4"
"04/12/2021";"1800";"";"";"";"";"";"";"";"";"";""
"05/12/2021";"0000";"25,3";"95,0";"";"1,0";"50,0";"2,5";"";"";"";""
"05/12/2021";"1200";"";"";"";"";"";"";"";"";"";""
"05/12/2021";"1800";"";"";"";"";"";"";"";"";"";""
"06/12/2021";"0000";"";"";"";"";"";"";"2,00";"31,9";"";""
"06/12/2021";"1200";"24,8";"97,0";"";"1,0";"180,0";"10,0";"";"";"";"4,4"
"06/12/2021";"1800";"";"";"";"";"";"";"";"";"";""
"07/12/2021";"0000";"24,4";"97,0";"";"0,0";"0,0";"10,0";"0,30";"28,7";"";""
"07/12/2021";"1200";"24,4";"99,0";"";"1,0";"180,0";"10,0";"";"";"";"35,4"
"07/12/2021";"1800";"";"";"";"";"";"";"";"";"";""
"08/12/2021";"0000";"25,9";"95,0";"";"1,0";"50,0";"6,3";"8,40";"34,3";"";""
"08/12/2021";"1200";"23,8";"99,0";"";"0,0";"0,0";"7,5";"";"";"";"0,8"
"08/12/2021";"1800";"";"";"";"";"";"";"";"";"";""
"09/12/2021";"0000";"27,9";"90,0";"";"0,0";"0,0";"0,0";"4,10";"33,3";"";""
"09/12/2021";"1200";"24,8";"99,0";"";"1,0";"360,0";"8,8";"";"";"";"0,0"
"09/12/2021";"1800";"";"";"";"";"";"";"";"";"";""
"10/12/2021";"0000";"26,3";"94,0";"";"0,0";"0,0";"8,8";"0,10";"28,9";"";""
"10/12/2021";"1200";"25,5";"96,0";"";"1,0";"140,0";"8,8";"";"";"";"7,4"
"10/12/2021";"1800";"";"";"";"";"";"";"";"";"";""
"11/12/2021";"0000";"26,3";"95,0";"";"1,0";"140,0";"8,8";"2,30";"29,1";"";""
"11/12/2021";"1200";"24,6";"98,0";"";"1,0";"90,0";"10,0";"";"";"";"0,2"
"11/12/2021";"1800";"";"";"";"";"";"";"";"";"";""
"12/12/2021";"0000";"26,3";"93,0";"";"0,0";"0,0";"10,0";"";"";"";""
"12/12/2021";"1200";"";"";"";"";"";"";"";"";"";""
"12/12/2021";"1800";"";"";"";"";"";"";"";"";"";""
"13/12/2021";"0000";"";"";"";"";"";"";"0,20";"28,5";"";""
"13/12/2021";"1200";"24,0";"98,0";"";"1,0";"90,0";"10,0";"";"";"";"40,6"
"13/12/2021";"1800";"";"";"";"";"";"";"";"";"";""
"14/12/2021";"0000";"25,9";"95,0";"";"0,0";"0,0";"6,3";"3,20";"33,7";"";""
"14/12/2021";"1200";"25,1";"96,0";"";"1,0";"360,0";"7,5";"";"";"";"5,2"
"14/12/2021";"1800";"";"";"";"";"";"";"";"";"";""
"15/12/2021";"0000";"26,3";"96,0";"";"0,0";"0,0";"8,8";"";"29,5";"";""
"15/12/2021";"1200";"24,8";"99,0";"";"0,0";"0,0";"8,8";"";"";"";"6,2"
"15/12/2021";"1800";"";"";"";"";"";"";"";"";"";""
"16/12/2021";"0000";"26,7";"96,0";"";"0,0";"0,0";"10,0";"3,90";"32,7";"";""
"16/12/2021";"1200";"25,2";"98,0";"";"0,0";"0,0";"7,5";"";"";"";"13,3"
"16/12/2021";"1800";"";"";"";"";"";"";"";"";"";""
"17/12/2021";"0000";"25,9";"95,0";"";"0,0";"0,0";"7,5";"2,70";"32,7";"";""
"17/12/2021";"1200";"25,0";"97,0";"";"1,0";"360,0";"8,8";"";"";"";"5,4"
"17/12/2021";"1800";"";"";"";"";"";"";"";"";"";""
"18/12/2021";"0000";"26,9";"88,0";"";"1,0";"180,0";"7,5";"2,80";"31,5";"";""
"18/12/2021";"1200";"24,2";"98,0";"";"0,0";"0,0";"8,8";"";"";"";"17,6"
"18/12/2021";"1800";"";"";"";"";"";"";"";"";"";""
"19/12/2021";"0000";"23,6";"97,0";"";"1,0";"180,0";"10,0";"";"";"";""
"19/12/2021";"1200";"";"";"";"";"";"";"";"";"";""
"19/12/2021";"1800";"";"";"";"";"";"";"";"";"";""
"20/12/2021";"0000";"";"";"";"";"";"";"6,00";"33,9";"";""
"20/12/2021";"1200";"25,1";"98,0";"";"1,0";"360,0";"10,0";"";"";"";"34,4"
"20/12/2021";"1800";"";"";"";"";"";"";"";"";"";""
"21/12/2021";"0000";"27,1";"91,0";"";"1,0";"50,0";"5,0";"5,00";"33,3";"";""
"21/12/2021";"1200";"24,4";"99,0";"";"0,0";"0,0";"10,0";"";"";"";"26,8"
"21/12/2021";"1800";"";"";"";"";"";"";"";"";"";""
"22/12/2021";"0000";"27,3";"93,0";"";"0,0";"0,0";"2,5";"0,20";"31,6";"";""
"22/12/2021";"1200";"25,2";"98,0";"";"1,0";"360,0";"10,0";"";"";"";"0,0"
"22/12/2021";"1800";"";"";"";"";"";"";"";"";"";""
"23/12/2021";"0000";"26,6";"93,0";"";"0,0";"0,0";"10,0";"0,00";"30,1";"";""
"23/12/2021";"1200";"25,9";"96,0";"";"0,0";"0,0";"7,5";"";"";"";"2,6"
"23/12/2021";"1800";"";"";"";"";"";"";"";"";"";""
"24/12/2021";"0000";"23,4";"98,0";"";"0,0";"0,0";"8,8";"4,50";"32,7";"";""
